시도교육청코드,시도교육청명,표준학교코드,학교명
F10,광주광역시교육청,7380148,보문고등학교
F10,광주광역시교육청,7401167,본량초등학교
F10,광주광역시교육청,7391114,본촌초등학교
F10,광주광역시교육청,7401241,봉산중학교
F10,광주광역시교육청,7401194,봉산초등학교
F10,광주광역시교육청,7401213,봉선중학교
F10,광주광역시교육청,7401138,봉선초등학교
F10,광주광역시교육청,7401199,불로초등학교
F10,광주광역시교육청,7380326,비아고등학교
F10,광주광역시교육청,7380326,비아고등학교
F10,광주광역시교육청,7401155,비아초등학교
F10,광주광역시교육청,7380196,빛고을고등학교
F10,광주광역시교육청,7380196,빛고을고등학교
F10,광주광역시교육청,7401360,빛고을유치원
F10,광주광역시교육청,7401360,빛고을유치원
F10,광주광역시교육청,7401361,빛고을초등학교
F10,광주광역시교육청,7401453,빛여울초등학교
F10,광주광역시교육청,7401156,산월초등학교
F10,광주광역시교육청,7401249,산정중학교
F10,광주광역시교육청,7401209,산정초등학교
F10,광주광역시교육청,7380067,살레시오고등학교
F10,광주광역시교육청,7380067,살레시오고등학교
F10,광주광역시교육청,7380068,살레시오여자고등학교
F10,광주광역시교육청,7380068,살레시오여자고등학교
F10,광주광역시교육청,7401398,살레시오초등학교
F10,광주광역시교육청,7391106,삼각초등학교
F10,광주광역시교육청,7401165,삼도초등학교
F10,광주광역시교육청,7391098,삼정초등학교
F10,광주광역시교육청,7380132,상무고등학교
F10,광주광역시교육청,7380132,상무고등학교
F10,광주광역시교육청,7401214,상무중학교
F10,광주광역시교육청,7380177,상일여자고등학교
F10,광주광역시교육청,7380177,상일여자고등학교
F10,광주광역시교육청,7401226,상일중학교
F10,광주광역시교육청,7380258,새날학교
F10,광주광역시교육청,7391270,새미르유치원
F10,광주광역시교육청,7391270,새미르유치원
F10,광주광역시교육청,7401402,새별초등학교
F10,광주광역시교육청,7380069,서강고등학교
F10,광주광역시교육청,7380069,서강고등학교
F10,광주광역시교육청,7391147,서강중학교
F10,광주광역시교육청,7401140,서광초등학교
F10,광주광역시교육청,7391108,서일초등학교
F10,광주광역시교육청,7380149,서진여자고등학교
F10,광주광역시교육청,7401388,선운중학교
F10,광주광역시교육청,7401366,선운초등학교
F10,광주광역시교육청,7401198,선창초등학교
F10,광주광역시교육청,7380073,설월여자고등학교
F10,광주광역시교육청,7380073,설월여자고등학교
F10,광주광역시교육청,7380260,성덕고등학교
F10,광주광역시교육청,7380260,성덕고등학교
F10,광주광역시교육청,7401247,성덕중학교
F10,광주광역시교육청,7401344,성덕초등학교
F10,광주광역시교육청,7401447,성진초등학교
F10,광주광역시교육청,7401238,송광중학교
F10,광주광역시교육청,7401154,송우초등학교
F10,광주광역시교육청,7380070,송원고등학교
F10,광주광역시교육청,7380070,송원고등학교
F10,광주광역시교육청,7380071,송원여자고등학교
F10,광주광역시교육청,7380071,송원여자고등학교
F10,광주광역시교육청,7380158,송원여자상업고등학교
F10,광주광역시교육청,7401150,송정동초등학교
F10,광주광역시교육청,7401151,송정서초등학교
F10,광주광역시교육청,7401152,송정중앙초등학교
F10,광주광역시교육청,7401222,송정중학교
F10,광주광역시교육청,7401153,송정초등학교
F10,광주광역시교육청,7401171,송학초등학교
F10,광주광역시교육청,7401201,수문초등학교
F10,광주광역시교육청,7380182,수완고등학교
F10,광주광역시교육청,7380182,수완고등학교
F10,광주광역시교육청,7401248,수완중학교
F10,광주광역시교육청,7401204,수완초등학교
F10,광주광역시교육청,7401426,수완하나중학교
F10,광주광역시교육청,7380072,숭덕고등학교
F10,광주광역시교육청,7380072,숭덕고등학교
F10,광주광역시교육청,7380321,숭의과학기술고등학교
F10,광주광역시교육청,7401250,숭의중학교
F10,광주광역시교육청,7401240,신가중학교
F10,광주광역시교육청,7391130,신광중학교
F10,광주광역시교육청,7401186,신암초등학교
F10,광주광역시교육청,7391199,신용유치원
F10,광주광역시교육청,7391199,신용유치원
F10,광주광역시교육청,7391241,신용중학교
F10,광주광역시교육청,7391198,신용초등학교
F10,광주광역시교육청,7401243,신창중학교
F10,광주광역시교육청,7401197,신창초등학교
F10,광주광역시교육청,7391137,양산중학교
F10,광주광역시교육청,7391116,양지초등학교
F10,광주광역시교육청,7401160,어등초등학교
F10,광주광역시교육청,7401193,어룡초등학교
F10,광주광역시교육청,7391115,연제초등학교
F10,광주광역시교육청,7401139,염주초등학교
F10,광주광역시교육청,7401239,영천중학교
F10,광주광역시교육청,7401195,영천초등학교
F10,광주광역시교육청,7401122,예향유치원
F10,광주광역시교육청,7401122,예향유치원
F10,광주광역시교육청,7391102,오정초등학교
F10,광주광역시교육청,7391097,오치초등학교
F10,광주광역시교육청,7391143,용두중학교
F10,광주광역시교육청,7391109,용두초등학교
F10,광주광역시교육청,7391129,용봉중학교
F10,광주광역시교육청,7380186,용연학교
F10,광주광역시교육청,7391111,용주초등학교
F10,광주광역시교육청,7391128,우산중학교
F10,광주광역시교육청,7380147,운남고등학교
F10,광주광역시교육청,7380147,운남고등학교
F10,광주광역시교육청,7401231,운남중학교
F10,광주광역시교육청,7401174,운남초등학교
F10,광주광역시교육청,7401242,운리중학교
F10,광주광역시교육청,7401190,운리초등학교
F10,광주광역시교육청,7391126,운림중학교
F10,광주광역시교육청,7391127,운암중학교
F10,광주광역시교육청,7401175,운천초등학교
F10,광주광역시교육청,7401230,월계중학교
F10,광주광역시교육청,7401172,월계초등학교
F10,광주광역시교육청,7401228,월곡중학교
F10,광주광역시교육청,7401159,월곡초등학교
F10,광주광역시교육청,7401245,월봉중학교
F10,광주광역시교육청,7401196,월봉초등학교
F10,광주광역시교육청,7401244,유덕중학교
F10,광주광역시교육청,7401179,유덕초등학교
F10,광주광역시교육청,7401144,유안초등학교
F10,광주광역시교육청,7401178,유촌초등학교
F10,광주광역시교육청,7391100,율곡초등학교
F10,광주광역시교육청,7401387,은빛초등학교
F10,광주광역시교육청,7380112,은혜학교
F10,광주광역시교육청,7391138,일곡중학교
F10,광주광역시교육청,7391105,일곡초등학교
F10,광주광역시교육청,7391139,일동중학교
F10,광주광역시교육청,7391110,일동초등학교
F10,광주광역시교육청,7391141,일신중학교
F10,광주광역시교육청,7391112,일신초등학교
F10,광주광역시교육청,7401161,임곡초등학교
F10,광주광역시교육청,7380181,장덕고등학교
F10,광주광역시교육청,7380181,장덕고등학교
F10,광주광역시교육청,7401342,장덕중학교
F10,광주광역시교육청,7401207,장덕초등학교
F10,광주광역시교육청,7401141,장산초등학교
F10,광주광역시교육청,7380037,전남고등학교
F10,광주광역시교육청,7380037,전남고등학교
F10,광주광역시교육청,7380086,전남공업고등학교
F10,광주광역시교육청,7380029,전남대학교사범대학부설고등학교
F10,광주광역시교육청,7380029,전남대학교사범대학부설고등학교
F10,광주광역시교육청,7391122,전남대학교사범대학부설중학교
F10,광주광역시교육청,7380039,전남여자고등학교
F10,광주광역시교육청,7380039,전남여자고등학교
F10,광주광역시교육청,7380097,전남여자상업고등학교
F10,광주광역시교육청,7401236,전남중학교
F10,광주광역시교육청,7380075,정광고등학교
F10,광주광역시교육청,7380075,정광고등학교
F10,광주광역시교육청,7401260,정광중학교
F10,광주광역시교육청,7391010,정덕유치원
F10,광주광역시교육청,7391010,정덕유치원
F10,광주광역시교육청,7401173,정암초등학교
F10,광주광역시교육청,7401149,조봉초등학교
F10,광주광역시교육청,7380076,조선대학교부속고등학교
F10,광주광역시교육청,7380076,조선대학교부속고등학교
F10,광주광역시교육청,7391144,조선대학교부속중학교
F10,광주광역시교육청,7380077,조선대학교여자고등학교
F10,광주광역시교육청,7380077,조선대학교여자고등학교
F10,광주광역시교육청,7391150,조선대학교여자중학교
F10,광주광역시교육청,7401220,주월중학교
F10,광주광역시교육청,7401137,주월초등학교
F10,광주광역시교육청,7391140,지산중학교
F10,광주광역시교육청,7391265,지한유치원
F10,광주광역시교육청,7391265,지한유치원
F10,광주광역시교육청,7391264,지한초등학교
F10,광주광역시교육청,7401121,진남유치원
F10,광주광역시교육청,7401121,진남유치원
F10,광주광역시교육청,7401246,진남중학교
F10,광주광역시교육청,7401203,진남초등학교
F10,광주광역시교육청,7401187,진만초등학교
F10,광주광역시교육청,7401147,진월초등학교
F10,광주광역시교육청,7401205,진제초등학교
F10,광주광역시교육청,7401235,천곡중학교
F10,광주광역시교육청,7380153,첨단고등학교
F10,광주광역시교육청,7380153,첨단고등학교
F10,광주광역시교육청,7401237,첨단중학교
F10,광주광역시교육청,7401192,첨단초등학교
F10,광주광역시교육청,7401219,치평중학교
F10,광주광역시교육청,7401184,치평초등학교
F10,광주광역시교육청,7401208,큰별초등학교
F10,광주광역시교육청,7391094,태봉초등학교
F10,광주광역시교육청,7401225,평동중학교
F10,광주광역시교육청,7401163,평동초등학교
F10,광주광역시교육청,7380145,풍암고등학교
F10,광주광역시교육청,7380145,풍암고등학교
F10,광주광역시교육청,7401233,풍암중학교
F10,광주광역시교육청,7401166,풍암초등학교
F10,광주광역시교육청,7401188,풍영초등학교
F10,광주광역시교육청,7401158,하남중앙초등학교
F10,광주광역시교육청,7401227,하남중학교
F10,광주광역시교육청,7401157,하남초등학교
F10,광주광역시교육청,7391119,하백초등학교
F10,광주광역시교육청,7391120,한울초등학교
F10,광주광역시교육청,7380078,호남삼육고등학교
F10,광주광역시교육청,7380078,호남삼육고등학교
F10,광주광역시교육청,7380078,호남삼육고등학교
F10,광주광역시교육청,7401180,화개초등학교
F10,광주광역시교육청,7401146,화정남초등학교
F10,광주광역시교육청,7401143,효광초등학교
F10,광주광역시교육청,7401425,효천다솜유치원
F10,광주광역시교육청,7401425,효천다솜유치원
F10,광주광역시교육청,7401435,효천중학교
F10,광주광역시교육청,7401399,효천초등학교
